t_s,v_kmh,P_wheel_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
37.3000,49.9991,14.8553,19.1613,-9.3269,-0.2663,0.0000
37.4000,49.9991,14.8548,19.1608,-9.3264,-0.2666,0.0000
37.5000,49.9992,14.8544,19.1602,-9.3258,-0.2668,0.0000
37.6000,49.9992,14.8540,19.1597,-9.3253,-0.2671,0.0000
37.7000,49.9992,14.8535,19.1593,-9.3248,-0.2673,0.0000
37.8000,49.9993,14.8531,19.1588,-9.3243,-0.2676,0.0000
37.9000,49.9993,14.8528,19.1584,-9.3239,-0.2678,0.0000
38.0000,49.9993,14.8524,19.1580,-9.3235,-0.2681,0.0000
38.1000,49.9994,14.8521,19.1576,-9.3231,-0.2684,0.0000
38.2000,49.9994,14.8517,19.1572,-9.3227,-0.2686,0.0000
38.3000,49.9994,14.8514,19.1568,-9.3223,-0.2689,0.0000
38.4000,49.9995,14.8511,19.1565,-9.3219,-0.2691,0.0000
38.5000,49.9995,14.8508,19.1562,-9.3216,-0.2694,0.0000
38.6000,49.9995,14.8506,19.1558,-9.3213,-0.2697,0.0000
38.7000,49.9995,14.8503,19.1555,-9.3210,-0.2699,0.0000
38.8000,49.9995,14.8501,19.1553,-9.3207,-0.2702,0.0000
38.9000,49.9996,14.8498,19.1550,-9.3204,-0.2704,0.0000
39.0000,49.9996,14.8496,19.1547,-9.3201,-0.2707,0.0000
39.1000,49.9996,14.8494,19.1545,-9.3199,-0.2710,0.0000
39.2000,49.9996,14.8492,19.1542,-9.3196,-0.2712,0.0000
39.3000,49.9996,14.8490,19.1540,-9.3194,-0.2715,0.0000
39.4000,49.9997,14.8488,19.1538,-9.3192,-0.2717,0.0000
39.5000,49.9997,14.8486,19.1536,-9.3189,-0.2720,0.0000
39.6000,49.9997,14.8484,19.1534,-9.3187,-0.2722,0.0000
39.7000,49.9997,14.8483,19.1532,-9.3185,-0.2725,0.0000
39.8000,49.9997,14.8481,19.1530,-9.3184,-0.2728,0.0000
39.9000,49.9997,14.8480,19.1528,-9.3182,-0.2730,0.0000
40.0000,49.9997,14.8478,19.1527,-9.3180,-0.2733,0.0000
40.1000,49.9998,14.8477,19.1525,-9.3178,-0.2735,0.0000
40.2000,49.9998,14.8476,19.1524,-9.3177,-0.2738,0.0000
40.3000,49.9998,14.8474,19.1522,-9.3175,-0.2741,0.0000
40.4000,49.9998,14.8473,19.1521,-9.3174,-0.2743,0.0000
40.5000,49.9998,14.8472,19.1519,-9.3173,-0.2746,0.0000
40.6000,49.9998,14.8471,19.1518,-9.3171,-0.2748,0.0000
40.7000,49.9998,14.8470,19.1517,-9.3170,-0.2751,0.0000
40.8000,49.9998,14.8469,19.1516,-9.3169,-0.2754,0.0000
40.9000,49.9998,14.8468,19.1515,-9.3168,-0.2756,0.0000
41.0000,49.9998,14.8467,19.1514,-9.3167,-0.2759,0.0000
41.1000,49.9998,14.8466,19.1513,-9.3166,-0.2761,0.0000
41.2000,49.9998,14.8465,19.1512,-9.3165,-0.2764,0.0000
41.3000,49.9999,14.8465,19.1511,-9.3164,-0.2766,0.0000
41.4000,49.9999,14.8464,19.1510,-9.3163,-0.2769,0.0000
41.5000,49.9999,14.8463,19.1509,-9.3162,-0.2772,0.0000
41.6000,49.9999,14.8462,19.1508,-9.3161,-0.2774,0.0000
41.7000,49.9999,14.8462,19.1508,-9.3161,-0.2777,0.0000
41.8000,49.9999,14.8461,19.1507,-9.3160,-0.2779,0.0000
41.9000,49.9999,14.8461,19.1506,-9.3159,-0.2782,0.0000
42.0000,49.9999,14.8460,19.1506,-9.3158,-0.2785,0.0000
42.1000,49.9999,14.8459,19.1505,-9.3158,-0.2787,0.0000
42.2000,49.9999,14.8459,19.1504,-9.3157,-0.2790,0.0000
42.3000,49.9999,14.8458,19.1504,-9.3157,-0.2792,0.0000
42.4000,49.9999,14.8458,19.1503,-9.3156,-0.2795,0.0000
42.5000,49.9999,14.8458,19.1503,-9.3155,-0.2798,0.0000
42.6000,49.9999,14.8457,19.1502,-9.3155,-0.2800,0.0000
42.7000,49.9999,14.8457,19.1502,-9.3154,-0.2803,0.0000
42.8000,49.9999,14.8456,19.1501,-9.3154,-0.2805,0.0000
42.9000,49.9999,14.8456,19.1501,-9.3153,-0.2808,0.0000
43.0000,49.9999,14.8456,19.1500,-9.3153,-0.2810,0.0000
43.1000,49.9999,14.8455,19.1500,-9.3153,-0.2813,0.0000
43.2000,49.9999,14.8455,19.1500,-9.3152,-0.2816,0.0000
43.3000,49.9999,14.8455,19.1499,-9.3152,-0.2818,0.0000
43.4000,49.9999,14.8454,19.1499,-9.3152,-0.2821,0.0000
43.5000,49.9999,14.8454,19.1499,-9.3151,-0.2823,0.0000
43.6000,50.0000,14.8454,19.1498,-9.3151,-0.2826,0.0000
43.7000,50.0000,14.8453,19.1498,-9.3151,-0.2829,0.0000
43.8000,50.0000,14.8453,19.1498,-9.3150,-0.2831,0.0000
43.9000,50.0000,14.8453,19.1497,-9.3150,-0.2834,0.0000
44.0000,50.0000,14.8453,19.1497,-9.3150,-0.2836,0.0000
44.1000,50.0000,14.8453,19.1497,-9.3149,-0.2839,0.0000
44.2000,50.0000,14.8452,19.1497,-9.3149,-0.2842,0.0000
44.3000,50.0000,14.8452,19.1496,-9.3149,-0.2844,0.0000
44.4000,50.0000,14.8452,19.1496,-9.3149,-0.2847,0.0000
44.5000,50.0000,14.8452,19.1496,-9.3149,-0.2849,0.0000
44.6000,50.0000,14.8452,19.1496,-9.3148,-0.2852,0.0000
44.7000,50.0000,14.8451,19.1496,-9.3148,-0.2854,0.0000
44.8000,50.0000,14.8451,19.1495,-9.3148,-0.2857,0.0000
44.9000,50.0000,14.8451,19.1495,-9.3148,-0.2860,0.0000
45.0000,50.0000,14.8451,19.1495,-9.3148,-0.2862,0.0000
45.1000,50.0000,14.8451,19.1495,-9.3147,-0.2865,0.0000
45.2000,50.0000,14.8451,19.1495,-9.3147,-0.2867,0.0000
45.3000,50.0000,14.8451,19.1495,-9.3147,-0.2870,0.0000
45.4000,50.0000,14.8450,19.1495,-9.3147,-0.2873,0.0000
45.5000,50.0000,14.8450,19.1494,-9.3147,-0.2875,0.0000
45.6000,50.0000,14.8450,19.1494,-9.3147,-0.2878,0.0000
45.7000,50.0000,14.8450,19.1494,-9.3147,-0.2880,0.0000
45.8000,50.0000,14.8450,19.1494,-9.3146,-0.2883,0.0000
45.9000,50.0000,14.8450,19.1494,-9.3146,-0.2885,0.0000
46.0000,50.0000,14.8450,19.1494,-9.3146,-0.2888,0.0000
46.1000,50.0000,14.8450,19.1494,-9.3146,-0.2891,0.0000
46.2000,50.0000,14.8450,19.1494,-9.3146,-0.2893,0.0000
46.3000,50.0000,14.8450,19.1494,-9.3146,-0.2896,0.0000
46.4000,50.0000,14.8450,19.1493,-9.3146,-0.2898,0.0000
46.5000,50.0000,14.8449,19.1493,-9.3146,-0.2901,0.0000
46.6000,50.0000,14.8449,19.1493,-9.3146,-0.2904,0.0000
46.7000,50.0000,14.8449,19.1493,-9.3146,-0.2906,0.0000
46.8000,50.0000,14.8449,19.1493,-9.3146,-0.2909,0.0000
46.9000,50.0000,14.8449,19.1493,-9.3145,-0.2911,0.0000
47.0000,50.0000,14.8449,19.1493,-9.3145,-0.2914,0.0000
47.1000,50.0000,14.8449,19.1493,-9.3145,-0.2917,0.0000
47.2000,50.0000,14.8449,19.1493,-9.3145,-0.2919,0.0000
47.3000,50.0000,14.8449,19.1493,-9.3145,-0.2922,0.0000
47.4000,50.0000,14.8449,19.1493,-9.3145,-0.2924,0.0000
47.5000,50.0000,14.8449,19.1493,-9.3145,-0.2927,0.0000
47.6000,50.0000,14.8449,19.1493,-9.3145,-0.2929,0.0000
47.7000,50.0000,14.8449,19.1493,-9.3145,-0.2932,0.0000
47.8000,50.0000,14.8449,19.1493,-9.3145,-0.2935,0.0000
47.9000,50.0000,14.8449,19.1493,-9.3145,-0.2937,0.0000
48.0000,50.0000,14.8449,19.1492,-9.3145,-0.2940,0.0000
48.1000,50.0000,14.8449,19.1492,-9.3145,-0.2942,0.0000
48.2000,50.0000,14.8449,19.1492,-9.3145,-0.2945,0.0000
48.3000,50.0000,14.8449,19.1492,-9.3145,-0.2948,0.0000
48.4000,50.0000,14.8449,19.1492,-9.3145,-0.2950,0.0000
48.5000,50.0000,14.8449,19.1492,-9.3145,-0.2953,0.0000
48.6000,50.0000,14.8449,19.1492,-9.3145,-0.2955,0.0000
48.7000,50.0000,14.8448,19.1492,-9.3145,-0.2958,0.0000
48.8000,50.0000,14.8448,19.1492,-9.3145,-0.2961,0.0000
48.9000,50.0000,14.8448,19.1492,-9.3145,-0.2963,0.0000
49.0000,50.0000,14.8448,19.1492,-9.3145,-0.2966,0.0000
49.1000,50.0000,14.8448,19.1492,-9.3145,-0.2968,0.0000
49.2000,50.0000,14.8448,19.1492,-9.3145,-0.2971,0.0000
49.3000,50.0000,14.8448,19.1492,-9.3144,-0.2973,0.0000
49.4000,50.0000,14.8448,19.1492,-9.3144,-0.2976,0.0000
49.5000,50.0000,14.8448,19.1492,-9.3144,-0.2979,0.0000
49.6000,50.0000,14.8448,19.1492,-9.3144,-0.2981,0.0000
49.7000,50.0000,14.8448,19.1492,-9.3144,-0.2984,0.0000
49.8000,50.0000,14.8448,19.1492,-9.3144,-0.2986,0.0000
49.9000,50.0000,14.8448,19.1492,-9.3144,-0.2989,0.0000
50.0000,50.0000,14.8448,19.1492,-9.3144,-0.2992,0.0000
50.1000,50.0000,14.8448,19.1492,-9.3144,-0.2994,0.0000
50.2000,50.0000,14.8448,19.1492,-9.3144,-0.2997,0.0000
50.3000,50.0000,14.8448,19.1492,-9.3144,-0.2999,0.0000
50.4000,50.0000,14.8448,19.1492,-9.3144,-0.3002,0.0000
50.5000,50.0000,14.8448,19.1492,-9.3144,-0.3005,0.0000
50.6000,50.0000,14.8448,19.1492,-9.3144,-0.3007,0.0000
50.7000,50.0000,14.8448,19.1492,-9.3144,-0.3010,0.0000
50.8000,50.0000,14.8448,19.1492,-9.3144,-0.3012,0.0000
50.9000,50.0000,14.8448,19.1492,-9.3144,-0.3015,0.0000
51.0000,50.0000,14.8448,19.1492,-9.3144,-0.3017,0.0000
51.1000,50.0000,14.8448,19.1492,-9.3144,-0.3020,0.0000
51.2000,50.0000,14.8448,19.1492,-9.3144,-0.3023,0.0000
51.3000,50.0000,14.8448,19.1492,-9.3144,-0.3025,0.0000
51.4000,50.0000,14.8448,19.1492,-9.3144,-0.3028,0.0000
51.5000,50.0000,14.8448,19.1492,-9.3144,-0.3030,0.0000
51.6000,50.0000,14.8448,19.1492,-9.3144,-0.3033,0.0000
51.7000,50.0000,14.8448,19.1492,-9.3144,-0.3036,0.0000
51.8000,50.0000,14.8448,19.1492,-9.3144,-0.3038,0.0000
51.9000,50.0000,14.8448,19.1492,-9.3144,-0.3041,0.0000
52.0000,50.0000,14.8448,19.1492,-9.3144,-0.3043,0.0000
52.1000,50.0000,14.8448,19.1492,-9.3144,-0.3046,0.0000
52.2000,50.0000,14.8448,19.1492,-9.3144,-0.3049,0.0000
52.3000,50.0000,14.8448,19.1492,-9.3144,-0.3051,0.0000
52.4000,50.0000,14.8448,19.1492,-9.3144,-0.3054,0.0000
52.5000,50.0000,14.8448,19.1492,-9.3144,-0.3056,0.0000
52.6000,50.0000,14.8448,19.1492,-9.3144,-0.3059,0.0000
52.7000,50.0000,14.8448,19.1492,-9.3144,-0.3061,0.0000
52.8000,50.0000,14.8448,19.1492,-9.3144,-0.3064,0.0000
52.9000,50.0000,14.8448,19.1492,-9.3144,-0.3067,0.0000
53.0000,50.0000,14.8448,19.1492,-9.3144,-0.3069,0.0000
53.1000,50.0000,14.8448,19.1492,-9.3144,-0.3072,0.0000
53.2000,50.0000,14.8448,19.1492,-9.3144,-0.3074,0.0000
53.3000,50.0000,14.8448,19.1492,-9.3144,-0.3077,0.0000
53.4000,50.0000,14.8448,19.1492,-9.3144,-0.3080,0.0000
53.5000,50.0000,14.8448,19.1492,-9.3144,-0.3082,0.0000
53.6000,50.0000,14.8448,19.1492,-9.3144,-0.3085,0.0000
53.7000,50.0000,14.8448,19.1492,-9.3144,-0.3087,0.0000
53.8000,50.0000,14.8448,19.1492,-9.3144,-0.3090,0.0000
53.9000,50.0000,14.8448,19.1492,-9.3144,-0.3092,0.0000
54.0000,50.0000,14.8448,19.1492,-9.3144,-0.3095,0.0000
54.1000,50.0000,14.8448,19.1492,-9.3144,-0.3098,0.0000
54.2000,50.0000,14.8448,19.1492,-9.3144,-0.3100,0.0000
54.3000,50.0000,14.8448,19.1492,-9.3144,-0.3103,0.0000
54.4000,50.0000,14.8448,19.1492,-9.3144,-0.3105,0.0000
54.5000,50.0000,14.8448,19.1492,-9.3144,-0.3108,0.0000
54.6000,50.0000,14.8448,19.1492,-9.3144,-0.3111,0.0000
54.7000,50.0000,14.8448,19.1492,-9.3144,-0.3113,0.0000
54.8000,50.0000,14.8448,19.1492,-9.3144,-0.3116,0.0000
54.9000,50.0000,14.8448,19.1492,-9.3144,-0.3118,0.0000
55.0000,50.0000,14.8448,19.1492,-9.3144,-0.3121,0.0000
55.1000,50.0000,14.8448,19.1492,-9.3144,-0.3124,0.0000
55.2000,50.0000,14.8448,19.1492,-9.3144,-0.3126,0.0000
55.3000,50.0000,14.8448,19.1492,-9.3144,-0.3129,0.0000
55.4000,50.0000,14.8448,19.1492,-9.3144,-0.3131,0.0000
55.5000,50.0000,14.8448,19.1492,-9.3144,-0.3134,0.0000
55.6000,50.0000,14.8448,19.1492,-9.3144,-0.3136,0.0000
55.7000,50.0000,14.8448,19.1492,-9.3144,-0.3139,0.0000
55.8000,50.0000,14.8448,19.1492,-9.3144,-0.3142,0.0000
55.9000,50.0000,14.8448,19.1492,-9.3144,-0.3144,0.0000
56.0000,50.0000,14.8448,19.1492,-9.3144,-0.3147,0.0000
56.1000,50.0000,14.8448,19.1492,-9.3144,-0.3149,0.0000
56.2000,50.0000,14.8152,19.1149,-9.2791,-0.3152,0.0000
56.3000,49.9998,14.7354,19.0228,-9.1841,-0.3155,0.0000
56.4000,49.9992,14.5123,18.7651,-8.9184,-0.3157,0.0000
56.5000,49.9973,14.2031,18.4079,-8.5502,-0.3159,0.0000
56.6000,49.9943,14.0836,18.2698,-8.4078,-0.3162,0.0000
56.7000,49.9915,14.1458,18.3416,-8.4819,-0.3164,0.0000
56.8000,49.9891,14.2566,18.4697,-8.6139,-0.3167,0.0000
56.9000,49.9871,14.5093,18.7616,-8.9149,-0.3169,0.0000
57.0000,49.9866,14.8468,19.1514,-9.3168,-0.3172,0.0000
57.1000,49.9872,14.9934,19.3208,-9.4914,-0.3174,0.0000
57.2000,49.9878,14.9298,19.2473,-9.4156,-0.3177,0.0000
57.3000,49.9879,14.8687,19.1768,-9.3429,-0.3179,0.0000
57.4000,49.9880,14.7634,19.0551,-9.2174,-0.3182,0.0000
57.5000,49.9873,14.6623,18.9384,-9.0971,-0.3185,0.0000
57.6000,49.9867,14.6699,18.9471,-9.1061,-0.3187,0.0000
57.7000,49.9861,14.6147,18.8834,-9.0404,-0.3190,0.0000
57.8000,49.9850,14.5391,18.7960,-8.9503,-0.3192,0.0000
57.9000,49.9838,14.6331,18.9046,-9.0623,-0.3195,0.0000
58.0000,49.9835,14.7460,19.0351,-9.1968,-0.3197,0.0000
58.1000,49.9832,14.7499,19.0395,-9.2014,-0.3200,0.0000
58.2000,49.9828,14.8420,19.1460,-9.3111,-0.3202,0.0000
58.3000,49.9832,14.9532,19.2744,-9.4435,-0.3205,0.0000
58.4000,49.9837,14.7678,19.0602,-9.2227,-0.3207,0.0000
58.5000,49.9827,14.4240,18.6631,-8.8133,-0.3210,0.0000
58.6000,49.9806,13.9369,18.1004,-8.2332,-0.3212,0.0000
58.7000,49.9759,12.9624,16.9745,-7.0725,-0.3214,0.0000
58.8000,49.9665,11.7604,15.5860,-5.6410,-0.3216,0.0000
58.9000,49.9528,11.1171,14.8428,-4.8749,-0.3218,0.0000
59.0000,49.9385,10.8569,14.5423,-4.5650,-0.3219,0.0000
59.1000,49.9229,10.7978,14.4739,-4.4946,-0.3220,0.0000
59.2000,49.9083,11.3978,15.1670,-5.2091,-0.3222,0.0000
59.3000,49.8972,12.2172,16.1137,-6.1851,-0.3223,0.0000
59.4000,49.8888,12.7054,16.6777,-6.7665,-0.3225,0.0000
59.5000,49.8815,13.2392,17.2943,-7.4022,-0.3227,0.0000
59.6000,49.8772,13.7693,17.9067,-8.0335,-0.3229,0.0000
59.7000,49.8738,14.0770,18.2622,-8.4000,-0.3231,0.0000
59.8000,49.8719,14.5073,18.7592,-8.9124,-0.3234,0.0000
59.9000,49.8718,14.7499,19.0396,-9.2014,-0.3236,0.0000
60.0000,49.8717,14.7281,19.0143,-9.1754,-0.3239,0.0000
60.1000,49.8715,14.9268,19.2439,-9.4121,-0.3241,0.0000
60.2000,49.8729,15.2707,19.6412,-9.8216,-0.3244,0.0000
60.3000,49.8753,15.4871,19.8912,-10.0794,-0.3247,0.0000
60.4000,49.8783,15.8250,20.2815,-10.4818,-0.3250,0.0000
60.5000,49.8832,16.1240,20.6269,-10.8378,-0.3253,0.0000
60.6000,49.8885,16.1390,20.6442,-10.8557,-0.3256,0.0000
60.7000,49.8935,16.0809,20.5771,-10.7865,-0.3259,0.0000
60.8000,49.8983,16.0253,20.5130,-10.7204,-0.3262,0.0000
60.9000,49.9029,15.9723,20.4517,-10.6572,-0.3265,0.0000
61.0000,49.9072,15.9217,20.3932,-10.5969,-0.3268,0.0000
61.1000,49.9114,15.8733,20.3373,-10.5393,-0.3270,0.0000
61.2000,49.9154,15.8271,20.2840,-10.4843,-0.3273,0.0000
61.3000,49.9192,15.7830,20.2330,-10.4317,-0.3276,0.0000
61.4000,49.9228,15.7408,20.1843,-10.3815,-0.3279,0.0000
61.5000,49.9263,15.7006,20.1378,-10.3336,-0.3282,0.0000
61.6000,49.9296,15.6621,20.0933,-10.2878,-0.3285,0.0000
61.7000,49.9328,15.6254,20.0509,-10.2440,-0.3288,0.0000
61.8000,49.9358,15.5903,20.0104,-10.2023,-0.3291,0.0000
61.9000,49.9387,15.5568,19.9717,-10.1624,-0.3293,0.0000
62.0000,49.9415,15.5248,19.9347,-10.1242,-0.3296,0.0000
62.1000,49.9441,15.4942,19.8994,-10.0878,-0.3299,0.0000
62.2000,49.9466,15.4650,19.8657,-10.0531,-0.3302,0.0000
62.3000,49.9490,15.4371,19.8335,-10.0199,-0.3305,0.0000
62.4000,49.9513,15.4105,19.8027,-9.9882,-0.3307,0.0000
62.5000,49.9535,15.3851,19.7733,-9.9579,-0.3310,0.0000
62.6000,49.9556,15.3608,19.7453,-9.9289,-0.3313,0.0000
62.7000,49.9576,15.3376,19.7185,-9.9013,-0.3316,0.0000
62.8000,49.9595,15.3154,19.6929,-9.8749,-0.3318,0.0000
62.9000,49.9613,15.2943,19.6684,-9.8497,-0.3321,0.0000
63.0000,49.9631,15.2741,19.6451,-9.8256,-0.3324,0.0000
63.1000,49.9647,15.2548,19.6228,-9.8027,-0.3327,0.0000
63.2000,49.9663,15.2363,19.6015,-9.7807,-0.3329,0.0000
63.3000,49.9678,15.2187,19.5811,-9.7597,-0.3332,0.0000
63.4000,49.9693,15.2019,19.5617,-9.7397,-0.3335,0.0000
63.5000,49.9707,15.1858,19.5431,-9.7206,-0.3338,0.0000
63.6000,49.9720,15.1705,19.5254,-9.7023,-0.3340,0.0000
63.7000,49.9732,15.1559,19.5085,-9.6849,-0.3343,0.0000
63.8000,49.9744,15.1419,19.4923,-9.6682,-0.3346,0.0000
63.9000,49.9756,15.1285,19.4769,-9.6523,-0.3348,0.0000
64.0000,49.9767,15.1157,19.4622,-9.6371,-0.3351,0.0000
64.1000,49.9777,15.1036,19.4481,-9.6226,-0.3354,0.0000
64.2000,49.9787,15.0919,19.4346,-9.6087,-0.3356,0.0000
64.3000,49.9797,15.0808,19.4218,-9.5955,-0.3359,0.0000
64.4000,49.9806,15.0702,19.4095,-9.5828,-0.3362,0.0000
64.5000,49.9815,15.0600,19.3978,-9.5708,-0.3364,0.0000
64.6000,49.9823,15.0504,19.3866,-9.5592,-0.3367,0.0000
64.7000,49.9831,15.0411,19.3760,-9.5482,-0.3370,0.0000
64.8000,49.9839,15.0323,19.3658,-9.5377,-0.3372,0.0000
64.9000,49.9846,15.0238,19.3560,-9.5276,-0.3375,0.0000
65.0000,49.9853,15.0158,19.3467,-9.5181,-0.3378,0.0000
65.1000,49.9860,14.9624,19.2850,-9.4545,-0.3380,0.0000
65.2000,49.9862,14.9113,19.2259,-9.3936,-0.3383,0.0000
65.3000,49.9865,14.9081,19.2223,-9.3898,-0.3385,0.0000
65.4000,49.9868,14.8471,19.1518,-9.3172,-0.3388,0.0000
65.5000,49.9866,14.7886,19.0843,-9.2475,-0.3391,0.0000
65.6000,49.9864,14.7268,19.0128,-9.1738,-0.3393,0.0000
65.7000,49.9858,14.6674,18.9443,-9.1032,-0.3396,0.0000
65.8000,49.9851,14.6747,18.9527,-9.1118,-0.3398,0.0000
65.9000,49.9845,14.7396,19.0276,-9.1891,-0.3401,0.0000
66.0000,49.9844,14.7783,19.0723,-9.2351,-0.3403,0.0000
66.1000,49.9841,14.8668,19.1746,-9.3406,-0.3406,0.0000
66.2000,49.9846,14.9209,19.2371,-9.4050,-0.3409,0.0000
66.3000,49.9847,14.8627,19.1698,-9.3357,-0.3411,0.0000
66.4000,49.9848,14.7663,19.0585,-9.2209,-0.3414,0.0000
66.5000,49.9842,14.6973,18.9788,-9.1388,-0.3416,0.0000
66.6000,49.9838,14.7268,19.0129,-9.1739,-0.3419,0.0000
66.7000,49.9834,14.7484,19.0378,-9.1996,-0.3421,0.0000
66.8000,49.9831,14.6221,18.8919,-9.0492,-0.3424,0.0000
66.9000,49.9818,14.4619,18.7069,-8.8584,-0.3426,0.0000
67.0000,49.9803,14.1075,18.2975,-8.4364,-0.3429,0.0000
67.1000,49.9763,13.4092,17.4907,-7.6046,-0.3431,0.0000
67.2000,49.9696,12.6994,16.6708,-6.7593,-0.3433,0.0000
67.3000,49.9602,12.2054,16.1000,-6.1710,-0.3435,0.0000
67.4000,49.9498,11.7458,15.5691,-5.6236,-0.3436,0.0000
67.5000,49.9370,11.5668,15.3623,-5.4104,-0.3438,0.0000
67.6000,49.9253,11.8341,15.6711,-5.7288,-0.3440,0.0000
67.7000,49.9145,11.9939,15.8557,-5.9191,-0.3441,0.0000
67.8000,49.9041,12.1419,16.0267,-6.0954,-0.3443,0.0000
67.9000,49.8945,12.7262,16.7017,-6.7912,-0.3445,0.0000
68.0000,49.8885,13.4076,17.4888,-7.6027,-0.3447,0.0000
68.1000,49.8841,13.7531,17.8881,-8.0143,-0.3449,0.0000
68.2000,49.8807,14.1525,18.3494,-8.4899,-0.3451,0.0000
68.3000,49.8794,14.4206,18.6591,-8.8092,-0.3453,0.0000
68.4000,49.8780,14.1807,18.3819,-8.5235,-0.3456,0.0000
68.5000,49.8749,13.9238,18.0852,-8.2175,-0.3458,0.0000
68.6000,49.8716,14.0495,18.2304,-8.3672,-0.3460,0.0000
68.7000,49.8694,14.3421,18.5685,-8.7157,-0.3463,0.0000
68.8000,49.8683,14.7633,19.0550,-9.2174,-0.3465,0.0000
68.9000,49.8693,15.3224,19.7009,-9.8832,-0.3468,0.0000
69.0000,49.8725,15.7301,20.1719,-10.3688,-0.3471,0.0000
69.1000,49.8766,15.9142,20.3846,-10.5881,-0.3474,0.0000
69.2000,49.8811,16.0238,20.5112,-10.7186,-0.3477,0.0000
69.3000,49.8860,16.0681,20.5624,-10.7713,-0.3480,0.0000
69.4000,49.8909,16.0749,20.5702,-10.7794,-0.3483,0.0000
69.5000,49.8958,16.0541,20.5461,-10.7546,-0.3486,0.0000
69.6000,49.9005,15.9998,20.4834,-10.6899,-0.3489,0.0000
69.7000,49.9050,15.9479,20.4235,-10.6281,-0.3492,0.0000
69.8000,49.9092,15.8983,20.3662,-10.5691,-0.3495,0.0000
69.9000,49.9133,15.8510,20.3116,-10.5128,-0.3497,0.0000
70.0000,49.9172,15.8058,20.2594,-10.4589,-0.3500,0.0000
70.1000,49.9210,15.7626,20.2095,-10.4075,-0.3503,0.0000
70.2000,49.9245,15.7214,20.1618,-10.3584,-0.3506,0.0000
70.3000,49.9279,15.6820,20.1163,-10.3115,-0.3509,0.0000
70.4000,49.9312,15.6444,20.0729,-10.2667,-0.3512,0.0000
70.5000,49.9343,15.6084,20.0314,-10.2239,-0.3515,0.0000
70.6000,49.9372,15.5741,19.9917,-10.1830,-0.3518,0.0000
70.7000,49.9400,15.5413,19.9538,-10.1440,-0.3520,0.0000
70.8000,49.9427,15.5100,19.9177,-10.1067,-0.3523,0.0000
70.9000,49.9453,15.4801,19.8831,-10.0711,-0.3526,0.0000
71.0000,49.9478,15.4516,19.8501,-10.0371,-0.3529,0.0000
71.1000,49.9501,15.4243,19.8186,-10.0046,-0.3532,0.0000
71.2000,49.9524,15.3982,19.7885,-9.9735,-0.3534,0.0000
71.3000,49.9545,15.3734,19.7598,-9.9439,-0.3537,0.0000
71.4000,49.9566,15.3496,19.7323,-9.9156,-0.3540,0.0000
71.5000,49.9585,15.3269,19.7061,-9.8886,-0.3543,0.0000
71.6000,49.9604,15.3052,19.6811,-9.8628,-0.3545,0.0000
71.7000,49.9622,15.2845,19.6571,-9.8381,-0.3548,0.0000
71.8000,49.9639,15.2647,19.6343,-9.8145,-0.3551,0.0000
71.9000,49.9655,15.2459,19.6125,-9.7921,-0.3554,0.0000
72.0000,49.9670,15.2278,19.5917,-9.7706,-0.3556,0.0000
72.1000,49.9685,15.2106,19.5718,-9.7501,-0.3559,0.0000
72.2000,49.9699,15.1941,19.5527,-9.7305,-0.3562,0.0000
72.3000,49.9713,15.1784,19.5346,-9.7118,-0.3564,0.0000
72.4000,49.9726,15.1634,19.5173,-9.6939,-0.3567,0.0000
72.5000,49.9738,15.1491,19.5007,-9.6768,-0.3570,0.0000
72.6000,49.9750,15.1354,19.4849,-9.6605,-0.3572,0.0000
72.7000,49.9761,15.1223,19.4698,-9.6449,-0.3575,0.0000
72.8000,49.9772,15.1099,19.4554,-9.6301,-0.3578,0.0000
72.9000,49.9782,15.0979,19.4416,-9.6159,-0.3580,0.0000
73.0000,49.9792,15.0865,19.4284,-9.6023,-0.3583,0.0000
73.1000,49.9801,15.0757,19.4159,-9.5894,-0.3586,0.0000
73.2000,49.9810,15.0653,19.4039,-9.5770,-0.3588,0.0000
73.3000,49.9819,15.0554,19.3924,-9.5652,-0.3591,0.0000
73.4000,49.9827,15.0459,19.3815,-9.5539,-0.3594,0.0000
73.5000,49.9835,15.0369,19.3710,-9.5431,-0.3596,0.0000
73.6000,49.9842,15.0282,19.3610,-9.5328,-0.3599,0.0000
73.7000,49.9849,15.0200,19.3515,-9.5230,-0.3602,0.0000
73.8000,49.9856,15.0121,19.3424,-9.5136,-0.3604,0.0000
73.9000,49.9863,15.0046,19.3337,-9.5047,-0.3607,0.0000
74.0000,49.9869,14.9974,19.3254,-9.4961,-0.3610,0.0000
74.1000,49.9875,14.9905,19.3175,-9.4879,-0.3612,0.0000
74.2000,49.9880,14.9839,19.3099,-9.4801,-0.3615,0.0000
74.3000,49.9886,14.9777,19.3027,-9.4727,-0.3618,0.0000
74.4000,49.9891,14.9717,19.2958,-9.4655,-0.3620,0.0000
74.5000,49.9896,14.9660,19.2892,-9.4587,-0.3623,0.0000
74.6000,49.9900,14.9605,19.2829,-9.4523,-0.3625,0.0000
74.7000,49.9905,14.9553,19.2769,-9.4461,-0.3628,0.0000
74.8000,49.9909,14.9504,19.2711,-9.4401,-0.3631,0.0000
