json_path,format,rendered
escalations/0/text,raw,"The assignment makes a sourced public anchor mandatory and forbids a corridor fit. I obtained one: Fuelly's Isuzu NPR-HD page (owner fuel logs), distance-weighted over its own per-model-year table to 8.378 mpg = 28.07 L/100 km over 179,702 miles. I also obtained the manufacturer's own 2023 NPR-HD specification sheet, which fixes the axle ratio, transmission, lock-up range, engine, tyre, GVWR and chassis mass - but publishes NO fuel economy, because US medium-duty trucks are not fuel-economy rated. What I could NOT obtain is a cycle-resolved NPR measurement. The anchor's duty, load, body and driver mix are unknown; 56% of its tracked miles are a MY2002 truck with the earlier 4HE1 engine. Its 4HK1-era subset alone reads 32.01 L/100 km. I have therefore used it as a VALIDATION with the residual stated, not as a calibration target, and tuned nothing to it. The lead should know that the ruler's absolute level rests on declared physics, not on a measured NPR. I MUST STATE THE CONSEQUENCE PLAINLY, which round 1 did not: the assignment's word is 'calibrate', and I did not calibrate. For V1's ADVANCE that is safe - the residual is in the ruler's favour and the margin is a lower bound. For V2's KILL it is the unsafe direction, and the quantity that matters is the flip point, not the residual. V2 draws with the ruler if the real NPR burns only 6.93% more fuel than modelled, and reaches the 3% ADVANCE bar at 10.24%. The anchor says the real fleet burns 46% more (all model years) or 67% more (4HK1-era subset). And the eight ruler-modelling levers this workstream declares are on their own enough to close that gap: at their declared pessimistic ends V2's nominal margin is +0.13% min / +0.59% median. The lead is being asked to execute a KILL on an UNCALIBRATED ruler and should decide with that in front of it."
escalations/0/requested,raw,a ruling on whether an uncalibrated ruler may carry a KILL at all; and either accept the validation-not-fit treatment on the record or fund a cycle-resolved chassis-dyno or logged-route measurement of an NPR-HD as a WS7 item BEFORE V2's KILL is executed
escalations/1/id,raw,ESC-2
escalations/1/title,raw,The cold corner as ordered does not charge cab heat; I have bracketed it rather than smuggling it into the gate
escalations/1/challenges,raw,R30 / D19 (Vehicle One doctrine) as applied to Vehicle Zero
escalations/1/text,raw,"BASELINE_v4 R30 makes pack preconditioning and a coolant/waste-heat cab path a modelled requirement for every Vehicle One electrified candidate, on the ground that 'the conventional truck heats itself for free and the comparison must charge that'. My assignment orders the Vehicle Zero cold corner as '-10 C with WS3 cold acceptance applied' and orders no cab-heat member. Vehicle Zero's candidates are not BEVs - both carry a running diesel, so the cab path is free whenever the genset runs and electric only in the engine-off windows. I have run the corner exactly as ordered for the gate and exported the cab-heat member as a declared bracket beside it. The lead should rule whether R30 extends to Vehicle Zero; if it does, the bracket becomes the corner of record. The exposure, which round 1 understated: cold_-10C IS V1's governing corner. As ordered it is +19.12%. With the cab-heat member it is +4.72%. With the cab-heat member AND ESC-4's CdA 5.4 - both of which are live rulings and neither of which is mine to make - it is +3.662% min / +4.052% median, i.e. V1's ADVANCE clears the >=0% corner bar by about a point. V1's ADVANCE is real but it is CONDITIONAL on these two rulings."
escalations/1/requested,raw,"a ruling extending or not extending R30 to Vehicle Zero, taken together with ESC-4, because it is the COMBINATION that decides how much headroom V1's ADVANCE actually has"
escalations/2/id,raw,ESC-3
escalations/2/title,raw,WS4's `aftertreatment_extra: 60 kg` is ambiguous and it moves V2's payload by 60 kg
escalations/2/challenges,raw,WS4 interface_ws4.v2_genset.mass_kg
escalations/2/text,raw,"WS4 exports the V2 genset as total_dry 637 kg PLUS a separate `aftertreatment_extra: 60.0`. The 4HK1-V2C is declared to be the same production hardware as the ruler's 4HK1-TC, so on one reading its aftertreatment is the stock truck's aftertreatment and cancels; on the other reading it is 60 kg the candidate carries and the ruler does not. 60 kg is 2.44% of V2's payload, but it does NOT move the metric by that many points - the payload enters as a ratio against the RULER's payload, not as a fraction of itself, and the measured shift on VOLT-REG is -2.70 pp (-7.925% to -10.622%). Round 1 asserted the two were the same number (adjudication r1/m2). I have taken the cancelling reading for the headline (the reading FAVOURABLE to the candidate) and exported the other as a bracket. V2's verdict does not turn on it, but the lead should close the ambiguity before any later candidate does."
escalations/2/requested,raw,a ruling on whether `aftertreatment_extra` is incremental to a stock 4HK1 installation
escalations/3/id,raw,ESC-4
escalations/3/title,raw,"The whole Vehicle Zero comparison is being run at a CdA that the baseline itself calls provisional, and the ruler is the vehicle that suffers"
escalations/3/challenges,raw,"BASELINE_v1 vehicle parameters (CdA 4.2, PROVISIONAL pending WS7 coastdown)"
escalations/3/text,raw,"CdA 4.2 m^2 is a WS1 fitted value, declared PROVISIONAL in BASELINE_v1 pending the WS7 coastdown, and the program already carries CdA 5.4 as a sizing case (E13). A 16 ft dry-freight box on an NPR-HD cab is a 5-6 m^2 object. Aero work is the one load a series hybrid cannot recover, so a larger CdA moves the comparison AGAINST the candidates. My CdA 5.4 bracket is exported for both duties. The coastdown is not a nicety here: it is the single input most able to move a Vehicle Zero verdict."
escalations/3/requested,raw,WS7 coastdown scheduled before any Vehicle Zero efficiency claim is ratified
escalations/4/id,raw,ESC-5
escalations/4/title,raw,"The metric of record cannot see time, and on the sustained climb that hides the real difference between these vehicles"
escalations/4/challenges,raw,"Gate G1's net-energy demand-trace convention (BASELINE_v1), inherited by WS4's ratified simulator"
escalations/4/text,raw,"Every fuel number here follows the identical demanded wheel-power trace, with shortfalls booked as unserved energy and fuel-corrected - the convention WS4's ratified simulator uses, adopted so the two vehicles are differenced without a convention step. It is the right convention for energy and the wrong one for capability. On WS1 s4.4's 10 km 6% climb the ruler settles at 82.0 km/h and holds it indefinitely; V2 holds the demanded speed only while its buffer lasts and its genset-only sustainable speed is 74.6 km/h. Make the climb 20 km instead of 10 and the sign of that comparison changes. R38's trip-time gate catches some of this; it does not catch a candidate that passes a 10 km climb and fails a 20 km one. I have exported the sustained-capability numbers separately so the lead can see what the metric cannot. Round 1 cited R9 here; that is the ensembles / part-load / heat-ledger ruling and it is not what this challenges. The citation is corrected to Gate G1's convention (adjudication r1/m4). Round 1's capability pass also did not enforce steady-state capability at all, so the settled-climb speeds it offered the lead as the remedy were wrong in the export; that is fixed (r1/B2) and the forward pass now reconciles with the closed-form sustainable speeds to 0.00 km/h on the ruler and 0.30 km/h on the candidate."
escalations/4/requested,raw,"a ruling on whether a sustained-gradeability floor joins the Vehicle Zero criteria, as D16 did for Vehicle One"
escalations/5/id,raw,ESC-6
escalations/5/title,raw,R32 asks whether the Vehicle Zero design is more efficient than the truck it replaces; the answer is duty-indexed and the two variants land on opposite sides
escalations/5/challenges,raw,R32's own framing
escalations/5/text,raw,"D15 says architecture is duty-indexed. This trial confirms it inside a single vehicle programme: V1 on its suburban duty and V2 on its regional duty return verdicts of opposite sign on the same criterion, the same ruler and the same code. Any sentence of the form 'Vehicle Zero is more efficient than an NPR-HD' is false without the duty and the variant attached. I ask that the baseline record the answer to R32 as a pair of duty-indexed results, not as a programme-level claim."
escalations/5/requested,raw,baseline wording that names the duty and the variant
escalations/6/id,raw,ESC-7
escalations/6/title,raw,'payload +/-20% of ruler payload' erases the metric's own penalty at two of the four corners
escalations/6/challenges,raw,the assignment's corner definition
escalations/6/text,raw,"Read literally - and I have gated on the literal reading - the payload corners put the SAME freight on the ruler and on the candidate. The payload denominators are then equal, so at those two corners the per-payload metric IS the per-km metric and the candidate's curb penalty shows up only as extra road load, which is several times weaker. The visible symptom is that V2 scores +6.27% and +7.21% at the two payload corners while scoring -7.93% at nominal on the same metric. I have exported the variant reading (each vehicle scales its own payload), which preserves the denominator and is consistent with the nominal convention. Neither verdict changes under either reading, so nothing here is load-bearing tonight - but the next candidate set should not inherit a corner that switches the metric off. WHICH READING IS THE NOVEL ONE, which round 1 did not say: the VARIANT reading is the program's established convention, not the ordered one. `WS8_semi_architecture/ws8_candidates.py` defines `payload_kg()` as `(m_gcw - tare_common - powertrain_mass) * ctx.payload_factor`, i.e. it scales EACH VEHICLE'S OWN payload, and WS9 inherited that under the R28/ESC-3 corner set this assignment mirrors. The literal reading I gated on is therefore a DEPARTURE from the convention the program has been running, not merely an ambiguity in my assignment's wording. Note also that `interface_ws11.verdicts.V2_on_VOLT-REG.corner_margins_pct_min` exports payload_p20 +6.27 and payload_m20 +7.21, which read on their face as V2 winning at those corners; they are the per-KM margin under a different name, because the denominators cancel."
escalations/6/requested,raw,"a ruling fixing the payload-corner convention for Vehicle Zero and Vehicle One alike, on the record that WS8's `payload_kg()` and R28/ESC-3 already fix it the other way for Vehicle One"
escalations/7/id,raw,ESC-8
escalations/7/title,raw,"Nothing in the ratified toolchain can express duty-cycle thermal cycling, and the one mechanism V1's ADVANCE rests on is the one that would be charged for it"
escalations/7/challenges,raw,"R9's part-load convention as it applies to engine THERMAL state, and WS4's `fmep_bar()` warm-engine friction model"
escalations/7/text,raw,"Round 1 classified the missing cold-engine friction / warm-up model as 'roughly neutral' on the ground that the ruler and V2 share an engine and V1's is smaller. That reasoning addresses the INITIAL cold start. It does not address the asymmetry that matters, which is duty-cycle thermal cycling: on VOLT-SUB V1's genset is OFF about 66% of the time in roughly 2 blocks per cycle, so its off-blocks average on the order of 19 minutes, while the ruler's engine runs continuously and stays hot. WS4's `fmep_bar()` is a function of rpm only and is documented as a warm-engine model, so the ratified simulator CANNOT express the penalty; `START_FUEL_G = 12.0` covers a load-acceptance ramp, not a thermal state. I cannot quantify this without a thermal model and I am not going to invent one inside a ruler trial. The finding I can state is that the omission is NOT roughly neutral: it systematically flatters the single mechanism V1's ADVANCE rests on - engine-off is worth 72.58 pp of V1's margin - and it is larger at -10 C, which is V1's binding corner (adjudication r1/M8)."
escalations/7/requested,raw,"a ruling on whether a cold/warm-up friction member is required before a start-stop advantage is ratified, and if so an owner for it - it is a WS4 engine-model item, not a WS11 one"
escalations/8/id,raw,ESC-9
escalations/8/title,raw,"The V2 numbers of record are produced by runs that operate above V2's ratified continuous rating, and on the governing corner they empty the pack"
escalations/8/challenges,raw,"R18's ratified 132 kW continuous flat-rating for the 4HK1-V2C, and WS4's own KX-M1 emergency-band ceiling"
escalations/8/text,raw,"WS4's simulator lets the series engine leave its pin in the emergency band and follow load up to the AUTOMOTIVE full-load curve, which for ENG_V2 is above the R18-ratified 132 kW continuous flat-rating. Reading WS4's own counters, which round 1 discarded entirely: V2 spends time above its continuous rating in 6 of 6 exported cases INCLUDING the nominal case that produces the headline (146.5 s, 0.624 kWh), and on the governing climb corner the pack reaches SOC 0.000 with 1.720 kWh of unserved bus energy. WS4's own KX r3 states the same exposure more widely and more correctly than WS11's case set can: on the union of its ordered set and an R6 rating-family probe set the genset spends up to 287.1 s per cycle above its continuous flat-rating (against 250.0 s over the ordered set alone), with peak shaft at 112.03% of that case's OWN rating. That is the framing this escalation asks the lead to rule on; WS11's counters below are its own measurement on its own case set and are not offered as a substitute for it. The direction of every one of these is TOWARD the candidate, so none of them changes the KILL - but the exported V2 numbers are not achievable inside V2's own ratified rating, and a KILL executed on numbers that flatter the candidate is at least the safe direction for the decision while being the wrong basis for the record. WS4's `emerg_cap_cont_rating` bracket is exercised and exported (adjudication r1/M3)."
escalations/8/requested,raw,a ruling on which ceiling governs a Vehicle Zero series candidate's emergency band - the automotive full-load curve or the ratified continuous flat-rating - taken together with WS4's KX-M1
