json_path,format,rendered
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|t_cell_peak_C_max","{:.1f}","-0.4"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|tj_peak_C_max","{:.1f}","86.3"
"control_constants|T_COOLANT_LT_MAX_C","{:.0f}","65"
"control_constants|LT_RISE_K","{:.0f}","20"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|pack_heat_kwh_max","{:.3f}","1.561"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|tc_regen_limited_s_max","{:.1f}","0.0"
"dispatch_trade_v2_r22b|cases|cold_minus10C|strategies|load_follow|ensemble|tc_drive_limited_s_max","{:.1f}","0.0"
"control_constants|TJ_K_PER_KW","{:.2f}","6.15"
"control_constants|TJ_TAU_S","{:.0f}","30"
"control_constants|LT_RISE_K","{:.0f}","20"
"cold_dispatch_r16|_ruling","{}","R16 (BASELINE_v2): preconditioning required below -15 C CELL temperature; between -15 and +10 C dispatch is permitted on the published derate curves; regen_acceptance.csv is the interface of record"
"cold_dispatch_r16|heater_arbitration","{}","preconditioning heat yields to traction demand above the WS2 S1 continuous rating (45 kW bus): full 8 kW below it, 35% above it [WS5-DECLARED]"
"cold_dispatch_r16|_confound_note","{}","The temperature sweep runs at the NOMINAL 2 kW accessory load so the temperature term is isolated. A real cold day also carries a higher accessory load; that term is reported separately as the '-10C, 4 kW aux' row, and the trade's cold_minus10C case (which is the one that gates the R22b answer) carries it too. Reporting a single 'cold penalty' that silently mixes the two would be a confound."
"cold_dispatch_r16|temperatures|-20C|e_htr_kwh_max","{:.3f}","0.202"
"cold_dispatch_r16|temperatures|-20C|precond_kwh_max","{:.3f}","0.702"
"cold_dispatch_r16|cold_fuel_penalty_pct_vs_nominal|-20C","{:+.2f}","+0.83"
"cold_dispatch_r16|temperatures|-20C|regen_shed_r16_kwh_max","{:.4f}","0.3359"
"cold_dispatch_r16|temperatures|-20C|genset_starts_per_h_max","{:.2f}","1.10"
"cold_dispatch_r16|temperatures|-10C|e_htr_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|temperatures|-10C|precond_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|cold_fuel_penalty_pct_vs_nominal|-10C","{:+.2f}","+0.00"
"cold_dispatch_r16|temperatures|-10C|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"cold_dispatch_r16|temperatures|-10C|genset_starts_per_h_max","{:.2f}","1.10"
"cold_dispatch_r16|temperatures|0C|e_htr_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|temperatures|0C|precond_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|cold_fuel_penalty_pct_vs_nominal|0C","{:+.2f}","+0.00"
"cold_dispatch_r16|temperatures|0C|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"cold_dispatch_r16|temperatures|0C|genset_starts_per_h_max","{:.2f}","1.10"
"cold_dispatch_r16|temperatures|10C|e_htr_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|temperatures|10C|precond_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|cold_fuel_penalty_pct_vs_nominal|10C","{:+.2f}","+0.00"
"cold_dispatch_r16|temperatures|10C|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"cold_dispatch_r16|temperatures|10C|genset_starts_per_h_max","{:.2f}","1.10"
"cold_dispatch_r16|temperatures|-10C, 4 kW aux|e_htr_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|temperatures|-10C, 4 kW aux|precond_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|cold_fuel_penalty_pct_vs_nominal|-10C, 4 kW aux","{:+.2f}","+4.16"
"cold_dispatch_r16|temperatures|-10C, 4 kW aux|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"cold_dispatch_r16|temperatures|-10C, 4 kW aux|genset_starts_per_h_max","{:.2f}","1.10"
"cold_dispatch_r16|temperatures|25C, 2 kW aux (nominal reference)|e_htr_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|temperatures|25C, 2 kW aux (nominal reference)|precond_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|cold_fuel_penalty_pct_vs_nominal|25C, 2 kW aux (nominal reference)","{:+.2f}","+0.00"
"cold_dispatch_r16|temperatures|25C, 2 kW aux (nominal reference)|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"cold_dispatch_r16|temperatures|25C, 2 kW aux (nominal reference)|genset_starts_per_h_max","{:.2f}","1.10"
"cold_dispatch_r16|temperatures|45C at 2,000 m (the R7 corner, not a hot sea-level day)|e_htr_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|temperatures|45C at 2,000 m (the R7 corner, not a hot sea-level day)|precond_kwh_max","{:.3f}","0.000"
"cold_dispatch_r16|cold_fuel_penalty_pct_vs_nominal|45C at 2,000 m (the R7 corner, not a hot sea-level day)","{:+.2f}","-15.82"
"cold_dispatch_r16|temperatures|45C at 2,000 m (the R7 corner, not a hot sea-level day)|regen_shed_r16_kwh_max","{:.4f}","0.0000"
"cold_dispatch_r16|temperatures|45C at 2,000 m (the R7 corner, not a hot sea-level day)|genset_starts_per_h_max","{:.2f}","1.10"
"cold_dispatch_r16|_accounting_convention_limitation","{}","WS5's energy books use WS1's ratified flat 0.97 buffer round-trip convention (carried so WS5 and WS4 book energy identically). That convention is TEMPERATURE-BLIND: a cold pack's higher internal resistance costs nothing in the fuel column, so the temperature term in the table above is close to zero and is UNDERSTATED. WS3's electro-thermal model runs alongside and does see it - the measured pack I2R heat is exported per case below - so the direction and rough size of the omission are on the record rather than hidden. Direction of error: WS5's cold fuel numbers are OPTIMISTIC."
"cold_dispatch_r16|pack_I2R_reconciliation|kWh_per_cycle|-20C","{:.3f}","1.970"
"cold_dispatch_r16|pack_I2R_reconciliation|ws3_resistance_multiplier_vs_25C|-20C","{:.2f}","3.60"
"cold_dispatch_r16|pack_I2R_reconciliation|kWh_per_cycle|-10C","{:.3f}","1.545"
"cold_dispatch_r16|pack_I2R_reconciliation|ws3_resistance_multiplier_vs_25C|-10C","{:.2f}","2.60"
"cold_dispatch_r16|pack_I2R_reconciliation|kWh_per_cycle|0C","{:.3f}","1.145"
"cold_dispatch_r16|pack_I2R_reconciliation|ws3_resistance_multiplier_vs_25C|0C","{:.2f}","1.90"
"cold_dispatch_r16|pack_I2R_reconciliation|kWh_per_cycle|10C","{:.3f}","0.868"
"cold_dispatch_r16|pack_I2R_reconciliation|ws3_resistance_multiplier_vs_25C|10C","{:.2f}","1.40"
"cold_dispatch_r16|pack_I2R_reconciliation|kWh_per_cycle|25C, 2 kW aux (nominal reference)","{:.3f}","0.636"
"cold_dispatch_r16|pack_I2R_reconciliation|ws3_resistance_multiplier_vs_25C|25C","{:.2f}","1.00"
"cold_dispatch_r16|worst_cold_penalty_pct|value","{:+.2f}","+0.83"
"cold_dispatch_r16|worst_cold_penalty_pct|governing_case","{}","-20C"
"cold_dispatch_r16|aux_term_at_minus10C_pct","{:+.2f}","+4.16"
"coast_policy_r22d|_ruling","{}","R22d (BASELINE_v3): PM spin drag at zero torque persists whenever coasting without regen (1,109 W shaft / 371 W bus at 85 km/h); the WS5 supervisor prefers light regen over true coast"
"coast_policy_r22d|ws4_interface_member","{}","interface_ws4.spin_drag_operational_note_r22d"
"coast_policy_r22d|ws2_point_shaft_W","{:.0f}","1109"
"coast_policy_r22d|ws2_point_bus_W","{:.0f}","371"
"coast_policy_r22d|policy","{}","the supervisor never commands zero traction torque while moving with non-positive wheel demand: the drag torque is turned round through the machine instead of being held at zero. Bus-side swing per sample = (shaft drag x wheel->bus map efficiency) + the standby draw that is no longer paid."
"coast_policy_r22d|_two_counters","{}","R22d's exposure is counted two ways and both are exported. (a) WS4's exact test - wheel demand non-positive AND the regen blend-out has already zeroed capture - kept verbatim so the two workstreams' numbers are comparable. (b) WS5's zero-torque BAND: |P_wheel| within 1.5x the PM drag itself, which scales with speed because the drag does. On a road-load-neutral coast, test (a) is a measure-zero condition and returns nothing; test (b) is the set of samples the ruling is actually about."
"coast_policy_r22d|ws4_unbooked_pp_max","{:.6f}","0.000340"
"coast_policy_r22d|ws4_unbooked_pp_max_governing_case","{}","case alt2000m_45C of the enumerated ordered case set {nominal, cda_5.4, alt2000m_45C}; within it, seed 23 of the enumerated 8-seed VOLT-REG ensemble [alt2000m_45C]"
"coast_policy_r22d|on_the_duty_cycle|coast_no_regen_s_max","{:.1f}","26.1"
"coast_policy_r22d|on_the_duty_cycle|coast_band_s_max","{:.1f}","48.7"
"coast_policy_r22d|ws4_unbooked_pp_max","{:.5f}","0.00034"
"coast_policy_r22d|sustained_coast_case|definition","{}","85 km/h at GVW on the grade that exactly balances road load - a genuine sustained true coast, not a braking event"
"coast_policy_r22d|sustained_coast_case|neutral_grade_pct","{:.3f}","-3.071"
"coast_policy_r22d|sustained_coast_case|duration_s","{:.0f}","600"
"coast_policy_r22d|sustained_coast_case|true_coast_s_ws4_test","{:.1f}","0.0"
"coast_policy_r22d|sustained_coast_case|zero_torque_band_s","{:.1f}","600.1"
"coast_policy_r22d|sustained_coast_case|unrecovered_shaft_kWh_policy_off","{:.3f}","0.185"
"coast_policy_r22d|sustained_coast_case|unrecovered_bus_kWh_policy_off","{:.3f}","0.062"
"coast_policy_r22d|sustained_coast_case|recovered_bus_kWh_policy_on","{:.3f}","0.062"
"coast_policy_r22d|sustained_coast_case|bus_swing_kWh","{:.3f}","0.124"
"coast_policy_r22d|sustained_coast_case|bus_swing_kW_mean","{:.3f}","0.742"
"esc9_dispatch_limit|_ws3_clause","{}","120 kW warm at SOC 15 sits at 527.7 V; the R8 discharge gate is declared over SOC 40-90 and full power below SOC 40 is NOT guaranteed - WS5 dispatch limit"
"esc9_dispatch_limit|reading","{}","WS3 declares the R8 discharge gate over SOC 40-90 of nameplate and states that full power below SOC 40 is NOT guaranteed, naming it a WS5 dispatch limit. WS5 accepts the assignment and makes it operational."
"esc9_dispatch_limit|limit_law","{}","P_dis_allowed(T_cell, SOC) = min(R8 restated 125 kW bus, WS3 capability_maps.V2_LTO23.dis_pulse10_kW bilinear at (T_cell, SOC_nameplate)); P_chg_allowed likewise against 110 kW and chg_pulse10_kW. SOC_nameplate = end_stop_lo + SOC_usable x (1 - end_stop_hi - end_stop_lo) on WS3's declared 15/10% end stops."
"esc9_dispatch_limit|enforcement","{}","enforced, not observed: demand above the limit is unserved and booked. The supervisor's ANTICIPATORY answer is the D_RESERVE state - the genset is commanded up whenever a 2 s low-pass of measured bus demand comes within 8 kW of the limit, so the pack is not asked for power it cannot guarantee."
"esc9_dispatch_limit|_reserve_reading","{}","The anticipatory reserve is a start-stop remedy. A dispatch that never stops the engine never has a load-acceptance ramp to be caught out by, so its residual is zero with or without the reserve; a dispatch that stops the engine needs it. Both are priced below."
"esc9_dispatch_limit|priced|nominal|reserve_on|unserved_kwh_max","{:.4f}","0.0000"
"esc9_dispatch_limit|priced|nominal|reserve_off|unserved_kwh_max","{:.4f}","0.0000"
"esc9_dispatch_limit|priced|nominal|pin_reserve_on|unserved_kwh_max","{:.4f}","0.0011"
"esc9_dispatch_limit|priced|nominal|pin_reserve_off|unserved_kwh_max","{:.4f}","0.0021"
"esc9_dispatch_limit|priced|nominal|ws4_bracket_worst_unserved_kWh","{:.4f}","0.0021"
"esc9_dispatch_limit|priced|cda_5.4|reserve_on|unserved_kwh_max","{:.4f}","0.0000"
"esc9_dispatch_limit|priced|cda_5.4|reserve_off|unserved_kwh_max","{:.4f}","0.0000"
"esc9_dispatch_limit|priced|cda_5.4|pin_reserve_on|unserved_kwh_max","{:.4f}","0.0019"
"esc9_dispatch_limit|priced|cda_5.4|pin_reserve_off|unserved_kwh_max","{:.4f}","0.0141"
"esc9_dispatch_limit|priced|cda_5.4|ws4_bracket_worst_unserved_kWh","{:.4f}","0.0149"
"esc9_dispatch_limit|priced|alt2000m_45C|reserve_on|unserved_kwh_max","{:.4f}","0.0000"
"esc9_dispatch_limit|priced|alt2000m_45C|reserve_off|unserved_kwh_max","{:.4f}","0.0000"
"esc9_dispatch_limit|priced|alt2000m_45C|pin_reserve_on|unserved_kwh_max","{:.4f}","0.0105"
"esc9_dispatch_limit|priced|alt2000m_45C|pin_reserve_off|unserved_kwh_max","{:.4f}","0.4016"
"esc9_dispatch_limit|priced|alt2000m_45C|ws4_bracket_worst_unserved_kWh","{:.4f}","0.6129"
"esc9_dispatch_limit|worst_unserved_bus_kWh_pin_reserve_off|value","{:.4f}","0.4016"
"esc9_dispatch_limit|worst_unserved_bus_kWh_pin_reserve_off|governing_case","{}","alt2000m_45C"
"esc9_dispatch_limit|worst_unserved_bus_kWh_pin_reserve_on|value","{:.4f}","0.0105"
"esc9_dispatch_limit|worst_unserved_bus_kWh_reserve_on|value","{:.4f}","0.0000"
"esc9_dispatch_limit|worst_unserved_bus_kWh_reserve_on|governing_case","{}","nominal"
"esc9_dispatch_limit|ws4_bracket_worst_unserved_bus_kWh|value","{:.4f}","0.6129"
"esc9_dispatch_limit|ws4_bracket_worst_unserved_bus_kWh|governing_case","{}","alt2000m_45C"
"esc9_dispatch_limit|reduction_vs_ws4_bracket_pct","{:.1f}","100.0"
"control_constants|P_START_RAMP_S","{:.0f}","4"
"esc8b_pack_reading|_ws4_statement","{}","KX r3 states the pack reading is violated at every tabulated cell temperature on every seed of every ordered case, and that no cell-temperature limit can rescue the dispatch of record if the lead rules for the pack reading - only a supervisor change or a restated interface rating can. The supervisor is WS5's."
"esc8b_pack_reading|_ws5_position","{}","WS5 does not resolve this. What WS5 CAN state is what its own blend order does with the overflow, measured on its own runs, and what it cannot do: the R15 cascade spills regen above the pack's published acceptance into heater -> resistor -> friction, which is exactly the mechanism ESC-8 names; it cannot change the pack's rating, and it cannot choose between the pack reading and the cell reading. That choice is the lead's."
"esc8b_pack_reading|_what_is_measured","{}","Three different charge quantities are separated here because ESC-8(b) is about the PACK's rating and they are not the same number. (i) regen-to-pack peak: the R15 cascade's first stage, which IS gated by WS3's regen-acceptance curve at the MEASURED cell temperature. (ii) net charge DEMAND peak: genset output minus bus load, before the ESC-9 clip - a demand, not something the pack sees. (iii) net charge ACTUAL peak: what the pack is asked to take after the ESC-9 clip. The acceptance curve is a REGEN acceptance curve; surplus charge from the genset is gated by the ESC-9 envelope (R8's 110 kW bus against WS3's chg_pulse10 map), not by it. Whether the acceptance curve ought to bind ALL charge or only regen is part of what ESC-8(b) is asking, and WS5 does not answer it."
"esc8b_pack_reading|measured_on_ws5_runs|nominal|declared_entry_cell_temperature_C","{:.0f}","25"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|cell_temperature_peak_C_max","{:.1f}","28.7"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|ws3_regen_acceptance_at_entry_T_kW_bus","{:.1f}","130.8"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|ws3_regen_acceptance_at_peak_cell_T_kW_bus","{:.1f}","130.5"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|ws5_regen_to_pack_peak_kW_bus_max","{:.1f}","69.0"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|ws5_net_charge_demand_peak_kW_bus_max","{:.1f}","93.6"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|ws5_net_charge_actual_peak_kW_bus_max","{:.1f}","93.6"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|exceedance_of_entry_T_acceptance_by_actual_charge_kW","{:+.1f}","-37.2"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|seconds_actual_charge_above_r16_acceptance_max","{:.1f}","0.0"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|energy_actual_charge_above_r16_acceptance_kWh_max","{:.4f}","0.0000"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|seconds_above_R8_110kW_charge_max","{:.1f}","0.0"
"esc8b_pack_reading|measured_on_ws5_runs|nominal|regen_shed_by_r16_kWh_max","{:.4f}","0.0000"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|declared_entry_cell_temperature_C","{:.0f}","25"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|cell_temperature_peak_C_max","{:.1f}","26.9"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|ws3_regen_acceptance_at_entry_T_kW_bus","{:.1f}","130.8"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|ws3_regen_acceptance_at_peak_cell_T_kW_bus","{:.1f}","130.6"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|ws5_regen_to_pack_peak_kW_bus_max","{:.1f}","69.0"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|ws5_net_charge_demand_peak_kW_bus_max","{:.1f}","92.6"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|ws5_net_charge_actual_peak_kW_bus_max","{:.1f}","92.6"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|exceedance_of_entry_T_acceptance_by_actual_charge_kW","{:+.1f}","-38.1"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|seconds_actual_charge_above_r16_acceptance_max","{:.1f}","0.0"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|energy_actual_charge_above_r16_acceptance_kWh_max","{:.4f}","0.0000"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|seconds_above_R8_110kW_charge_max","{:.1f}","0.0"
"esc8b_pack_reading|measured_on_ws5_runs|cda_5.4|regen_shed_by_r16_kWh_max","{:.4f}","0.0000"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|declared_entry_cell_temperature_C","{:.0f}","45"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|cell_temperature_peak_C_max","{:.1f}","47.9"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|ws3_regen_acceptance_at_entry_T_kW_bus","{:.1f}","129.1"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|ws3_regen_acceptance_at_peak_cell_T_kW_bus","{:.1f}","109.3"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|ws5_regen_to_pack_peak_kW_bus_max","{:.1f}","69.1"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|ws5_net_charge_demand_peak_kW_bus_max","{:.1f}","91.6"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|ws5_net_charge_actual_peak_kW_bus_max","{:.1f}","91.6"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|exceedance_of_entry_T_acceptance_by_actual_charge_kW","{:+.1f}","-37.6"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|seconds_actual_charge_above_r16_acceptance_max","{:.1f}","0.0"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|energy_actual_charge_above_r16_acceptance_kWh_max","{:.4f}","0.0000"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|seconds_above_R8_110kW_charge_max","{:.1f}","0.0"
"esc8b_pack_reading|measured_on_ws5_runs|alt2000m_45C|regen_shed_by_r16_kWh_max","{:.4f}","0.0000"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|declared_entry_cell_temperature_C","{:.0f}","-10"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|cell_temperature_peak_C_max","{:.1f}","-0.4"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|ws3_regen_acceptance_at_entry_T_kW_bus","{:.1f}","67.0"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|ws3_regen_acceptance_at_peak_cell_T_kW_bus","{:.1f}","100.0"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|ws5_regen_to_pack_peak_kW_bus_max","{:.1f}","69.0"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|ws5_net_charge_demand_peak_kW_bus_max","{:.1f}","89.4"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|ws5_net_charge_actual_peak_kW_bus_max","{:.1f}","89.4"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|exceedance_of_entry_T_acceptance_by_actual_charge_kW","{:+.1f}","+22.5"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|seconds_actual_charge_above_r16_acceptance_max","{:.1f}","74.5"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|energy_actual_charge_above_r16_acceptance_kWh_max","{:.4f}","0.2428"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|seconds_above_R8_110kW_charge_max","{:.1f}","0.0"
"esc8b_pack_reading|measured_on_ws5_runs|cold_minus10C|regen_shed_by_r16_kWh_max","{:.4f}","0.0000"
"esc8b_pack_reading|worst_exceedance_of_entry_T_acceptance_kW|value","{:+.1f}","+22.5"
"esc8b_pack_reading|worst_exceedance_of_entry_T_acceptance_kW|governing_case","{}","cold_minus10C"
"esc8b_pack_reading|worst_seconds_actual_charge_above_r16_acceptance|value","{:.1f}","74.5"
"esc8b_pack_reading|worst_seconds_actual_charge_above_r16_acceptance|governing_case","{}","cold_minus10C"
"esc8b_pack_reading|worst_energy_actual_charge_above_r16_acceptance_kWh|value","{:.4f}","0.2428"
"esc8b_pack_reading|reading","{}","Measured, not asserted. Against the acceptance curve at the ENTRY cell temperature, the pack's actual net charge peak crosses in 1 of 4 enumerated cases (cold_minus10C); against the curve the supervisor actually enforces - the acceptance at the MEASURED cell temperature, sample by sample - it crosses in 1 of 4 cases (cold_minus10C), for a worst 74.5 s and 0.2428 kWh over the cycle. The gap between those two readings is the pack self-heating: a cold pack entered at its declared temperature warms under its own I2R and its acceptance rises with it, so an entry-temperature comparison overstates the crossing. WS5 reports both because ESC-8(b) does not say which one it means. What WS5 cannot do either way is change the pack's rating or choose between the pack reading and the cell reading."
"esc10_continuous_rating_constraint|_ws4_statement","{}","The ordered run spends time above the genset's 132 kW continuous flat-rating; the disposition options are to accept short excursions to the automotive curve, or to make the continuous rating a WS5 CONSTRAINT at the bracketed cost."
"esc10_continuous_rating_constraint|_ws5_implementation_fact","{}","WS5's set-point generator caps every commanded operating point at the DERATED CONTINUOUS RATING (GensetCmd.point_for_shaft, allow_peak=False) in every dispatch state except the emergency SOC band, which is the only state that raises the cap to the peak curve. So 'seconds above the continuous rating' equals 'seconds in the emergency band' for every WS5 dispatch."
"esc10_continuous_rating_constraint|emergency_band_seconds_by_strategy|pin|value","{:.1f}","380.0"
"esc10_continuous_rating_constraint|emergency_band_seconds_by_strategy|pin|governing_case","{}","cda_5.4"
"esc10_continuous_rating_constraint|emergency_band_seconds_by_strategy|two_point|value","{:.1f}","0.0"
"esc10_continuous_rating_constraint|emergency_band_seconds_by_strategy|two_point|governing_case","{}","nominal"
"esc10_continuous_rating_constraint|emergency_band_seconds_by_strategy|load_follow|value","{:.1f}","0.0"
"esc10_continuous_rating_constraint|emergency_band_seconds_by_strategy|load_follow|governing_case","{}","nominal"
"esc10_continuous_rating_constraint|cost_of_adopting_option_b","{}","ZERO for the recommended dispatch. The recommended strategy never enters the emergency band on any seed of any enumerated case, so it is already inside the constraint option (b) would impose and adopting that option costs it nothing. The pinned-point candidate is not: it enters the band at the high-drag case. WS5 states the cost and does not choose the disposition."
"faults|_ruling","{}","R22c (BASELINE_v3): with no mechanical path, BOTH variants share the genset-or-pack-fault = tow asymmetry; the WS7 test plan carries it"
"faults|injection_time_s","{:.0f}","1800"
"faults|cycle","{}","VOLT-REG, nominal case, 8-seed ensemble"
"faults|classes|genset_loss|detect","{}","loss of rectifier DC current with engine-run confirmed, or engine stall/overspeed/oil-pressure trip; 200 ms confirm"
"faults|classes|genset_loss|response","{}","DISPATCH -> D_FAULT; the pack alone carries the bus; SOC floor management drops the drive-power ceiling; the R15 cascade still has resistor + friction for retardation"
"faults|classes|genset_loss|ruled_outcome","{}","R22c: TOW once the buffer is spent"
"faults|classes|pack_loss|detect","{}","main contactor open, isolation fault, or BMS shutdown request; 100 ms confirm"
"faults|classes|pack_loss|response","{}","the bus loses its only voltage source and its only transient buffer. The genset can regulate the bus, but its load-acceptance ramp is 4 s: every transient becomes unserved wheel work. Retardation loses the pack column entirely, so the R15 cascade starts at the heater."
"faults|classes|pack_loss|ruled_outcome","{}","R22c: TOW"
"faults|classes|pack_derate|detect","{}","BMS derate request (cell temperature, imbalance, string isolation) - a derate, not a loss"
"faults|classes|pack_derate|response","{}","the ESC-9 dispatch limit tightens to the derated envelope; D_RESERVE raises the genset earlier and more often; regen spills down the R15 cascade to resistor and friction"
"faults|classes|pack_derate|ruled_outcome","{}","derated limp, cycle completable"
"faults|classes|resistor_loss|detect","{}","chopper fault, element open/short, or blower loss (the blower is a 1.45 kW bus load whose current is measured)"
"faults|classes|resistor_loss|response","{}","R2's sink is gone. Retardation = regen-to-pack until the pack fills, then the 8 kW heater if the cells are cold, then friction. THE CASE TO TREAT WITH MOST CARE: the resistor is the only SPEED-INDEPENDENT retarder in a pure-series vehicle, and pure series has no engine retardation at all."
"faults|classes|resistor_loss|ruled_outcome","{}","descent-restricted limp; see descent_r2_r17"
"faults|classes|inverter_thermal|detect","{}","junction-temperature estimate above the derate onset, or a measured NTC on the module baseplate"
"faults|classes|inverter_thermal|response","{}","THERMAL -> H_INV_DERATE; the traction torque command is scaled linearly from the onset to the trip; regen is scaled by the same factor, which pushes retardation into the resistor and friction columns"
"faults|classes|inverter_thermal|ruled_outcome","{}","derated limp, both directions"
"faults|classes|sensor_loss|detect","{}","plausibility cross-check failure between wheel speed, motor resolver, bus current and pack current"
"faults|classes|sensor_loss|response","{}","the supervisor falls back to the most restrictive assumption for the lost signal: wheel speed -> traction control assumes the low-mu prior; cell temperature -> the R16 cold-band derate is assumed; SOC estimate -> the usable window is narrowed to the hysteresis band"
"faults|classes|sensor_loss|ruled_outcome","{}","derated limp"
"faults|classes|genset_loss|limp_time_after_fault_s_min","{:.1f}","0.0"
"faults|classes|genset_loss|limp_time_after_fault_s_max","{:.1f}","259.4"
"faults|classes|genset_loss|ensemble|unserved_kwh_max","{:.4f}","63.1590"
"faults|classes|genset_loss|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"faults|classes|genset_loss|ensemble|e_fric_kwh_max","{:.3f}","0.615"
"faults|classes|genset_loss|fuel_penalty_pct_vs_no_fault","{:+.2f}","+2.95"
"faults|classes|pack_loss|limp_time_after_fault_s_min","{:.1f}","0.0"
"faults|classes|pack_loss|limp_time_after_fault_s_max","{:.1f}","0.0"
"faults|classes|pack_loss|ensemble|unserved_kwh_max","{:.4f}","2.8046"
"faults|classes|pack_loss|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"faults|classes|pack_loss|ensemble|e_fric_kwh_max","{:.3f}","0.615"
"faults|classes|pack_loss|fuel_penalty_pct_vs_no_fault","{:+.2f}","+9.39"
"faults|classes|pack_derate|limp_time_after_fault_s_min","{:.1f}","265.8"
"faults|classes|pack_derate|limp_time_after_fault_s_max","{:.1f}","2494.7"
"faults|classes|pack_derate|ensemble|unserved_kwh_max","{:.4f}","0.3136"
"faults|classes|pack_derate|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"faults|classes|pack_derate|ensemble|e_fric_kwh_max","{:.3f}","0.615"
"faults|classes|pack_derate|fuel_penalty_pct_vs_no_fault","{:+.2f}","+0.65"
"faults|classes|resistor_loss|ensemble|unserved_kwh_max","{:.4f}","0.0000"
"faults|classes|resistor_loss|ensemble|unserved_wheel_kwh_max","{:.4f}","0.0000"
"faults|classes|resistor_loss|ensemble|e_fric_kwh_max","{:.3f}","0.615"
"faults|classes|resistor_loss|fuel_penalty_pct_vs_no_fault","{:+.2f}","+0.00"
